EXP	RFLAG	NAME	TYPE	GENE	LINK	CH1I	CH1B	CH1D	CH2I	CH2B	CH2D	CH2IN	CH2BN	CH2DN	RAT1	RAT2	RAT1N	RAT2N	CRT1	CRT2	REGR	CORR	PLAT	PROW	PCOL	FLAG	SPOT	LEFT	TOP	RIGHT	BOT	FAILED	CAT	DESC	CHR	
y744n40		GENOMIC 450NG/UL	CONTROL			493	191	302	566	265	301	660	309	351	  1.00	  1.00	  0.86	  1.16	  1.00	  1.00	  0.87	  0.93	0	A	1	0	1	94	26	103	35	0			0	
y744n40		GENOMIC 150NG/UL	CONTROL			321	212	109	384	287	97	448	335	113	  1.12	  0.89	  0.96	  1.04	  1.00	  1.00	  0.84	  0.89	0	A	2	0	1937	547	27	556	36	0			0	
y744n40		GENOMIC 450NG/UL	CONTROL			771	200	571	824	283	541	962	330	632	  1.06	  0.95	  0.90	  1.11	  1.00	  1.00	  0.95	  0.97	0	A	3	0	2	104	26	113	35	0			0	
y744n40		GENOMIC 150NG/UL	CONTROL			333	213	120	404	261	143	471	304	167	  0.84	  1.19	  0.72	  1.39	  1.00	  1.00	  0.39	  0.52	0	A	4	0	1938	557	27	566	36	0			0	
y744n40		GENOMIC 50NG/UL	CONTROL			471	210	261	537	255	282	626	297	329	  0.93	  1.08	  0.79	  1.26	  1.00	  1.00	  0.88	  0.97	0	A	5	0	3	114	26	123	35	0			0	
y744n40		3XSSC	CONTROL			399	216	183	461	279	182	538	325	213	  1.01	  0.99	  0.86	  1.16	  1.00	  1.00	  1.22	  0.98	0	A	6	0	1939	567	27	576	36	0			0	
y744n40		GENOMIC 50NG/UL	CONTROL			355	214	141	403	264	139	470	308	162	  1.01	  0.99	  0.87	  1.15	  1.00	  1.00	  0.94	  0.85	0	A	7	0	4	124	26	133	35	0			0	
y744n40		3XSSC	CONTROL			394	213	181	442	286	156	516	333	183	  1.16	  0.86	  0.99	  1.01	  1.00	  1.00	  0.85	  0.80	0	A	8	0	1940	577	27	586	36	0			0	
y744n40		POLY A	CONTROL			916	216	700	1204	306	898	1405	357	1048	  0.78	  1.28	  0.67	  1.50	  0.85	  1.18	  0.65	  0.97	0	A	9	0	5	134	26	143	35	0			0	
y744n40		LAMBDA	CONTROL			611	215	396	664	293	371	775	342	433	  1.07	  0.94	  0.91	  1.09	  1.00	  1.00	  0.90	  0.86	0	A	10	0	1941	587	27	596	36	0			0	
y744n40		POLY A	CONTROL			420	228	192	491	288	203	573	336	237	  0.95	  1.06	  0.81	  1.23	  1.00	  1.00	  0.75	  0.92	0	A	11	0	6	144	26	153	35	0			0	
y744n40		LAMBDA	CONTROL			419	228	191	444	282	162	518	329	189	  1.18	  0.85	  1.01	  0.99	  1.00	  1.00	  1.38	  0.96	0	A	12	1	1942	597	27	606	36	0			0	
y744n40		GENOMIC 450NG/UL	CONTROL			371	212	159	430	279	151	502	325	177	  1.05	  0.95	  0.90	  1.11	  1.00	  1.00	  1.04	  0.94	0	B	1	0	3873	83	474	92	483	0			0	
y744n40		GENOMIC 150NG/UL	CONTROL			338	227	111	392	272	120	457	317	140	  0.93	  1.08	  0.79	  1.26	  1.00	  1.00	  0.93	  0.82	0	B	2	0	5809	546	477	555	486	0			0	
y744n40		GENOMIC 450NG/UL	CONTROL			1174	218	956	1132	314	818	1321	366	955	  1.17	  0.86	  1.00	  1.00	  1.00	  1.00	  0.90	  0.93	0	B	3	0	3874	93	474	102	483	0			0	
y744n40		GENOMIC 150NG/UL	CONTROL			564	226	338	643	272	371	750	317	433	  0.91	  1.10	  0.78	  1.28	  1.00	  1.00	  0.83	  0.95	0	B	4	0	5810	556	477	565	486	0			0	
y744n40		GENOMIC 50NG/UL	CONTROL			916	225	691	913	271	642	1065	316	749	  1.08	  0.93	  0.92	  1.08	  1.00	  1.00	  0.95	  0.96	0	B	5	0	3875	103	474	112	483	0			0	
