EXP	RFLAG	NAME	TYPE	GENE	LINK	CH1I	CH1B	CH1D	CH2I	CH2B	CH2D	CH2IN	CH2BN	CH2DN	RAT1	RAT2	RAT1N	RAT2N	CRT1	CRT2	REGR	CORR	PLAT	PROW	PCOL	FLAG	SPOT	LEFT	TOP	RIGHT	BOT	FAILED	CAT	DESC	CHR	
y744n100		GENOMIC 450NG/UL	CONTROL			760	200	560	766	315	451	839	345	494	  1.24	  0.81	  1.13	  0.88	  1.00	  1.00	  1.17	  0.95	0	A	1	1	1	61	27	70	36	0			0	
y744n100		GENOMIC 150NG/UL	CONTROL			331	243	88	571	445	126	625	487	138	  0.70	  1.43	  0.64	  1.57	  1.00	  1.00	  0.70	  0.67	0	A	2	0	1937	514	28	523	37	0			0	
y744n100		GENOMIC 450NG/UL	CONTROL			533	191	342	665	340	325	728	372	356	  1.05	  0.95	  0.96	  1.04	  1.00	  1.00	  1.04	  0.97	0	A	3	1	2	71	27	80	36	0			0	
y744n100		GENOMIC 150NG/UL	CONTROL			366	234	132	660	476	184	723	521	202	  0.72	  1.39	  0.65	  1.53	  1.00	  1.00	  0.67	  0.92	0	A	4	0	1938	524	28	533	37	0			0	
y744n100		GENOMIC 50NG/UL	CONTROL			468	226	242	626	348	278	685	381	304	  0.87	  1.15	  0.80	  1.26	  1.00	  1.00	  0.87	  0.94	0	A	5	1	3	81	27	90	36	0			0	
y744n100		3XSSC	CONTROL			373	232	141	654	446	208	716	488	228	  0.68	  1.48	  0.62	  1.62	  1.00	  1.00	  0.56	  0.74	0	A	6	0	1939	534	28	543	37	0			0	
y744n100		GENOMIC 50NG/UL	CONTROL			338	205	133	472	321	151	517	351	166	  0.88	  1.14	  0.80	  1.25	  1.00	  1.00	  0.91	  0.86	0	A	7	1	4	91	27	100	36	0			0	
y744n100		3XSSC	CONTROL			592	245	347	900	485	415	986	531	455	  0.84	  1.20	  0.76	  1.31	  1.00	  1.00	  0.79	  0.95	0	A	8	0	1940	544	28	553	37	0			0	
y744n100		POLY A	CONTROL			561	221	340	936	354	582	1025	387	638	  0.58	  1.71	  0.53	  1.88	  0.74	  1.35	  0.56	  0.98	0	A	9	1	5	101	27	110	36	0			0	
y744n100		LAMBDA	CONTROL			925	258	667	1639	498	1141	1795	545	1250	  0.58	  1.71	  0.53	  1.87	  0.63	  1.59	  0.57	  0.98	0	A	10	0	1941	554	28	563	37	0			0	
