EXP	RFLAG	NAME	TYPE	GENE	LINK	CH1I	CH1B	CH1D	CH2I	CH2B	CH2D	CH2IN	CH2BN	CH2DN	RAT1	RAT2	RAT1N	RAT2N	CRT1	CRT2	REGR	CORR	PLAT	PROW	PCOL	FLAG	SPOT	LEFT	TOP	RIGHT	BOT	FAILED	CAT	DESC	CHR	
y744n101		GENOMIC 450NG/UL	CONTROL			628	256	372	687	373	314	877	476	401	  1.18	  0.84	  0.93	  1.08	  1.00	  1.00	  0.92	  0.92	0	A	1	0	1	57	14	66	23	0			0	
y744n101		GENOMIC 150NG/UL	CONTROL			349	261	88	448	329	119	572	420	152	  0.74	  1.35	  0.58	  1.73	  1.00	  1.00	  0.33	  0.50	0	A	2	0	1937	510	16	519	25	0			0	
y744n101		GENOMIC 450NG/UL	CONTROL			717	276	441	782	373	409	998	476	522	  1.08	  0.93	  0.84	  1.18	  1.00	  1.00	  0.89	  0.94	0	A	3	0	2	67	14	76	23	0			0	
y744n101		GENOMIC 150NG/UL	CONTROL			456	247	209	515	331	184	657	422	235	  1.14	  0.88	  0.89	  1.12	  1.00	  1.00	  1.04	  0.87	0	A	4	0	1938	520	16	529	25	0			0	
y744n101		GENOMIC 50NG/UL	CONTROL			600	284	316	708	373	335	904	476	428	  0.94	  1.06	  0.74	  1.35	  1.00	  1.00	  0.77	  0.92	0	A	5	0	3	77	14	86	23	0			0	
y744n101		3XSSC	CONTROL			565	263	302	694	339	355	886	432	454	  0.85	  1.18	  0.67	  1.50	  1.00	  1.00	  0.57	  0.93	0	A	6	0	1939	530	16	539	25	0			0	
y744n101		GENOMIC 50NG/UL	CONTROL			459	269	190	559	386	173	713	492	221	  1.10	  0.91	  0.86	  1.16	  1.00	  1.00	  0.83	  0.92	0	A	7	0	4	87	14	96	23	0			0	
y744n101		3XSSC	CONTROL			548	264	284	622	335	287	794	427	367	  0.99	  1.01	  0.77	  1.29	  1.00	  1.00	  0.74	  0.89	0	A	8	0	1940	540	16	549	25	0			0	
y744n101		POLY A	CONTROL			776	274	502	949	375	574	1211	478	733	  0.87	  1.14	  0.68	  1.46	  1.00	  1.00	  0.64	  0.96	0	A	9	0	5	97	14	106	23	0			0	
y744n101		LAMBDA	CONTROL			974	271	703	1163	339	824	1485	432	1053	  0.85	  1.17	  0.67	  1.50	  1.00	  1.00	  0.63	  0.93	0	A	10	0	1941	550	16	559	25	0			0	
y744n101		POLY A	CONTROL			477	272	205	531	357	174	678	455	223	  1.18	  0.85	  0.92	  1.09	  1.00	  1.00	  0.93	  0.86	0	A	11	0	6	107	14	116	23	0			0	
y744n101		LAMBDA	CONTROL			424	265	159	484	312	172	618	398	220	  0.92	  1.08	  0.72	  1.38	  1.00	  1.00	  0.92	  0.86	0	A	12	0	1942	560	16	569	25	0			0	
y744n101		GENOMIC 450NG/UL	CONTROL			355	244	111	373	262	111	476	334	142	  1.00	  1.00	  0.78	  1.28	  1.00	  1.00	  0.83	  0.91	0	B	1	0	3873	45	462	54	471	0			0	
y744n101		GENOMIC 150NG/UL	CONTROL			357	244	113	435	315	120	555	402	153	  0.94	  1.06	  0.74	  1.35	  1.00	  1.00	  0.78	  0.74	0	B	2	0	5809	509	464	518	473	0			0	
y744n101		GENOMIC 450NG/UL	CONTROL			741	274	467	683	276	407	872	352	520	  1.15	  0.87	  0.90	  1.11	  1.00	  1.00	  0.78	  0.88	0	B	3	0	3874	55	462	64	471	0			0	
y744n101		GENOMIC 150NG/UL	CONTROL			329	250	79	371	303	68	473	386	87	  1.16	  0.86	  0.91	  1.10	  1.00	  1.00	  0.12	  0.16	0	B	4	0	5810	519	464	528	473	0			0	
y744n101		GENOMIC 50NG/UL	CONTROL			417	242	175	392	254	138	500	324	176	  1.27	  0.79	  0.99	  1.01	  1.00	  1.00	  1.00	  0.85	0	B	5	0	3875	65	462	74	471	0			0	
y744n101		3XSSC	CONTROL			343	255	88	368	260	108	469	332	137	  0.81	  1.23	  0.64	  1.56	  1.00	  1.00	  0.15	  0.13	0	B	6	0	5811	529	464	538	473	0			0	
y744n101		GENOMIC 50NG/UL	CONTROL			410	253	157	381	251	130	486	320	166	  1.21	  0.83	  0.95	  1.06	  1.00	  1.00	  0.92	  0.70	0	B	7	0	3876	75	462	84	471	0			0	
y744n101		3XSSC	CONTROL			539	249	290	581	284	297	741	362	379	  0.98	  1.02	  0.77	  1.31	  1.00	  1.00	  0.84	  0.93	0	B	8	0	5812	539	464	548	473	0			0	
y744n101		POLY A	CONTROL			584	247	337	573	244	329	731	311	420	  1.02	  0.98	  0.80	  1.25	  1.00	  1.00	  0.74	  0.87	0	B	9	0	3877	85	462	94	471	0			0	
y744n101		LAMBDA	CONTROL			856	263	593	928	356	572	1185	454	731	  1.04	  0.96	  0.81	  1.23	  1.00	  1.00	  0.87	  0.97	0	B	10	0	5813	549	464	558	473	0			0	
y744n101		POLY A	CONTROL			392	219	173	395	243	152	504	310	194	  1.14	  0.88	  0.89	  1.12	  1.00	  1.00	  0.63	  0.70	0	B	11	0	3878	95	462	104	471	0			0	
y744n101		LAMBDA	CONTROL			514	278	236	636	337	299	812	430	382	  0.79	  1.27	  0.62	  1.62	  1.00	  1.00	  0.83	  0.88	0	B	12	0	5814	559	464	568	473	0			0	
y744n101		SALMON SPERM	CONTROL			424	282	142	451	345	106	575	440	135	  1.34	  0.75	  1.05	  0.95	  1.00	  1.00	  1.27	  0.88	0	C	1	0	7	117	14	126	23	0			0	
y744n101		PBR322	CONTROL			719	289	430	620	332	288	791	423	368	  1.49	  0.67	  1.17	  0.86	  1.00	  1.00	  1.14	  0.90	0	C	2	0	1943	570	16	579	25	0			0	
y744n101		SALMON SPERM	CONTROL			843	280	563	748	355	393	955	453	502	  1.43	  0.70	  1.12	  0.89	  1.00	  1.00	  1.22	  0.97	0	C	3	0	8	127	14	136	23	0			0	
y744n101		PBR322	CONTROL			664	276	388	624	332	292	796	423	373	  1.33	  0.75	  1.04	  0.96	  1.00	  1.00	  1.18	  0.94	0	C	4	0	1944	580	16	589	25	0			0	
y744n101		PKRX PLASMID CONTAINING LACZ	CONTROL			419	281	138	468	330	138	597	421	176	  1.00	  1.00	  0.78	  1.28	  1.00	  1.00	  0.83	  0.87	0	C	5	0	9	137	14	146	23	0			0	
y744n101		PKRX PLASMID CONTAINING LACZ	CONTROL			515	274	241	565	346	219	721	441	280	  1.10	  0.91	  0.86	  1.16	  1.00	  1.00	  0.94	  0.91	0	C	6	0	1945	590	16	599	25	0			0	
y744n101		PLASMID CONTAINING GFP	CONTROL			431	263	168	474	298	176	605	380	225	  0.95	  1.05	  0.75	  1.34	  1.00	  1.00	  0.86	  0.91	0	C	7	0	10	147	14	156	23	0			0	
y744n101		PLASMID CONTAINING GFP	CONTROL			542	272	270	598	362	236	763	462	301	  1.14	  0.87	  0.90	  1.11	  1.00	  1.00	  0.94	  0.91	0	C	8	0	1946	600	16	609	25	0			0	
y744n101		3XSSC	CONTROL			453	251	202	493	307	186	629	392	237	  1.09	  0.92	  0.85	  1.17	  1.00	  1.00	  0.81	  0.83	0	C	9	0	11	157	14	166	23	0			0	
y744n101		3XSSC	CONTROL			468	296	172	557	350	207	711	446	265	  0.83	  1.20	  0.65	  1.54	  1.00	  1.00	  0.76	  0.88	0	C	10	0	1947	610	16	619	25	0			0	
y744n101		3XSSC	CONTROL			528	264	264	549	314	235	701	401	300	  1.12	  0.89	  0.88	  1.14	  1.00	  1.00	  0.89	  0.93	0	C	11	0	12	167	14	176	23	0			0	
y744n101		3XSSC	CONTROL			486	253	233	562	354	208	717	452	265	  1.12	  0.89	  0.88	  1.14	  1.00	  1.00	  0.82	  0.83	0	C	12	0	1948	620	16	629	25	0			0	
y744n101		SALMON SPERM	CONTROL			439	263	176	384	246	138	490	314	176	  1.28	  0.78	  1.00	  1.00	  1.00	  1.00	  1.06	  0.79	0	D	1	0	3879	105	462	114	471	0			0	
y744n101		PBR322	CONTROL			613	283	330	703	329	374	897	420	477	  0.88	  1.13	  0.69	  1.45	  1.00	  1.00	  0.34	  0.52	0	D	2	1	5815	569	464	578	473	0			0	
y744n101		SALMON SPERM	CONTROL			609	245	364	487	260	227	621	332	289	  1.60	  0.62	  1.26	  0.79	  1.00	  1.00	  1.25	  0.92	0	D	3	0	3880	115	462	124	471	0			0	
y744n101		PBR322	CONTROL			987	277	710	1534	361	1173	1959	461	1498	  0.61	  1.65	  0.47	  2.11	  0.67	  1.49	  0.32	  0.66	0	D	4	1	5816	579	464	588	473	0			0	
y744n101		PKRX PLASMID CONTAINING LACZ	CONTROL			402	237	165	386	242	144	492	309	183	  1.15	  0.87	  0.90	  1.11	  1.00	  1.00	  1.04	  0.95	0	D	5	0	3881	125	462	134	471	0			0	
y744n101		PKRX PLASMID CONTAINING LACZ	CONTROL			560	282	278	908	365	543	1159	466	693	  0.51	  1.95	  0.40	  2.49	  0.93	  1.07	  0.34	  0.56	0	D	6	0	5817	589	464	598	473	0			0	
y744n101		PLASMID CONTAINING GFP	CONTROL			423	237	186	401	236	165	512	301	211	  1.13	  0.89	  0.88	  1.13	  1.00	  1.00	  0.95	  0.90	0	D	7	0	3882	135	462	144	471	0			0	
y744n101		PLASMID CONTAINING GFP	CONTROL			424	249	175	579	308	271	739	393	346	  0.65	  1.55	  0.51	  1.98	  1.00	  1.00	  0.25	  0.80	0	D	8	0	5818	599	464	608	473	0			0	
y744n101		3XSSC	CONTROL			393	242	151	389	245	144	496	312	184	  1.05	  0.95	  0.82	  1.22	  1.00	  1.00	  0.86	  0.92	0	D	9	0	3883	145	462	154	471	0			0	
y744n101		3XSSC	CONTROL			404	260	144	379	254	125	484	324	160	  1.15	  0.87	  0.90	  1.11	  1.00	  1.00	  1.36	  0.91	0	D	10	0	5819	609	464	618	473	0			0	
y744n101		3XSSC	CONTROL			419	236	183	426	256	170	544	326	218	  1.08	  0.93	  0.84	  1.19	  1.00	  1.00	  1.06	  0.88	0	D	11	0	3884	155	462	164	471	0			0	
y744n101		3XSSC	CONTROL			521	244	277	462	239	223	590	305	285	  1.24	  0.81	  0.97	  1.03	  1.00	  1.00	  1.04	  0.95	0	D	12	0	5820	619	464	628	473	0			0	
y744n101		3XSSC	CONTROL			344	252	92	390	297	93	498	379	119	  0.99	  1.01	  0.77	  1.29	  1.00	  1.00	  0.67	  0.61	0	E	1	0	13	177	14	186	23	0			0	
y744n101		GENOMIC 50NG/UL	CONTROL			393	262	131	479	324	155	611	413	198	  0.85	  1.18	  0.66	  1.51	  1.00	  1.00	  0.86	  0.84	0	E	2	0	1949	630	16	639	25	0			0	
y744n101		3XSSC	CONTROL			447	252	195	480	315	165	612	402	210	  1.18	  0.85	  0.93	  1.08	  1.00	  1.00	  0.93	  0.89	0	E	3	0	14	187	14	196	23	0			0	
y744n101		GENOMIC 50NG/UL	CONTROL			343	250	93	445	332	113	568	423	145	  0.82	  1.22	  0.64	  1.56	  1.00	  1.00	  0.20	  0.33	0	E	4	0	1950	640	16	649	25	0			0	
y744n101		GENOMIC 150NG/UL	CONTROL			571	276	295	607	327	280	775	417	358	  1.05	  0.95	  0.82	  1.21	  1.00	  1.00	  0.87	  0.92	0	E	5	0	15	197	14	206	23	0			0	
y744n101		GENOMIC 450NG/UL	CONTROL			751	275	476	791	356	435	1010	454	556	  1.09	  0.91	  0.86	  1.17	  1.00	  1.00	  0.94	  0.96	0	E	6	0	1951	650	16	659	25	0			0	
y744n101		GENOMIC 150NG/UL	CONTROL			616	265	351	651	306	345	831	390	441	  1.02	  0.98	  0.80	  1.26	  1.00	  1.00	  0.82	  0.91	0	E	7	0	16	207	14	216	23	0			0	
y744n101		GENOMIC 450NG/UL	CONTROL			342	254	88	397	315	82	507	402	105	  1.07	  0.93	  0.84	  1.19	  1.00	  1.00	  0.41	  0.39	0	E	8	0	1952	660	16	669	25	0			0	
y744n101		3XSSC	CONTROL			538	270	268	539	310	229	688	395	293	  1.17	  0.85	  0.91	  1.09	  1.00	  1.00	  0.98	  0.94	0	E	9	0	17	217	14	226	23	0			0	
y744n101		3XSSC	CONTROL			482	270	212	546	338	208	697	431	266	  1.02	  0.98	  0.80	  1.25	  1.00	  1.00	  0.58	  0.75	0	E	10	0	1953	670	16	679	25	0			0	
y744n101		3XSSC	CONTROL			392	254	138	406	288	118	518	367	151	  1.17	  0.86	  0.91	  1.09	  1.00	  1.00	  1.39	  0.97	0	E	11	0	18	227	14	236	23	0			0	
y744n101		3XSSC	CONTROL			372	263	109	452	308	144	577	393	184	  0.76	  1.32	  0.59	  1.69	  1.00	  1.00	  0.31	  0.61	0	E	12	0	1954	680	16	689	25	0			0	
y744n101		3XSSC	CONTROL			379	234	145	420	277	143	536	353	183	  1.01	  0.99	  0.79	  1.26	  1.00	  1.00	  0.67	  0.72	0	F	1	0	3885	165	462	174	471	0			0	
y744n101		GENOMIC 50NG/UL	CONTROL			631	250	381	486	224	262	620	286	334	  1.45	  0.69	  1.14	  0.88	  1.00	  1.00	  1.29	  0.97	0	F	2	0	5821	629	464	638	473	0			0	
y744n101		3XSSC	CONTROL			632	261	371	722	310	412	922	395	527	  0.90	  1.11	  0.70	  1.42	  1.00	  1.00	  0.73	  0.90	0	F	3	0	3886	175	462	184	471	0			0	
