EXP	RFLAG	NAME	TYPE	GENE	LINK	CH1I	CH1B	CH1D	CH2I	CH2B	CH2D	CH2IN	CH2BN	CH2DN	RAT1	RAT2	RAT1N	RAT2N	CRT1	CRT2	REGR	CORR	PLAT	PROW	PCOL	FLAG	SPOT	LEFT	TOP	RIGHT	BOT	FAILED	CAT	DESC	CHR	
y744n72		GENOMIC 450NG/UL	CONTROL			648	248	400	654	252	402	833	321	512	  1.00	  1.00	  0.78	  1.28	  1.00	  1.00	  0.68	  0.90	0	A	1	0	1	54	57	63	66	0			0	
y744n72		GENOMIC 150NG/UL	CONTROL			328	234	94	318	237	81	405	302	103	  1.16	  0.86	  0.91	  1.10	  1.00	  1.00	  0.77	  0.76	0	A	2	0	1937	506	57	515	66	0			0	
y744n72		GENOMIC 450NG/UL	CONTROL			438	230	208	432	239	193	550	304	246	  1.08	  0.93	  0.85	  1.18	  1.00	  1.00	  0.79	  0.88	0	A	3	0	2	64	57	73	66	0			0	
y744n72		GENOMIC 150NG/UL	CONTROL			326	239	87	321	230	91	409	293	116	  0.96	  1.05	  0.75	  1.33	  1.00	  1.00	  0.54	  0.70	0	A	4	0	1938	516	57	525	66	0			0	
y744n72		GENOMIC 50NG/UL	CONTROL			597	235	362	603	260	343	768	331	437	  1.06	  0.95	  0.83	  1.21	  1.00	  1.00	  0.77	  0.91	0	A	5	0	3	74	57	83	66	0			0	
y744n72		3XSSC	CONTROL			360	256	104	358	229	129	456	291	165	  0.81	  1.24	  0.63	  1.59	  1.00	  1.00	  0.69	  0.89	0	A	6	0	1939	526	57	535	66	0			0	
y744n72		GENOMIC 50NG/UL	CONTROL			368	230	138	349	233	116	444	296	148	  1.19	  0.84	  0.93	  1.07	  1.00	  1.00	  0.95	  0.82	0	A	7	0	4	84	57	93	66	0			0	
y744n72		3XSSC	CONTROL			423	263	160	398	250	148	507	318	189	  1.08	  0.93	  0.85	  1.18	  1.00	  1.00	  0.87	  0.90	0	A	8	0	1940	536	57	545	66	0			0	
y744n72		POLY A	CONTROL			464	253	211	541	258	283	689	328	361	  0.75	  1.34	  0.58	  1.71	  1.00	  1.00	  0.48	  0.90	0	A	9	0	5	94	57	103	66	0			0	
y744n72		LAMBDA	CONTROL			893	243	650	962	254	708	1225	323	902	  0.92	  1.09	  0.72	  1.39	  0.92	  1.08	  0.65	  0.92	0	A	10	0	1941	546	57	555	66	0			0	
y744n72		POLY A	CONTROL			372	237	135	365	246	119	465	313	152	  1.13	  0.88	  0.89	  1.13	  1.00	  1.00	  0.89	  0.87	0	A	11	0	6	104	57	113	66	0			0	
y744n72		LAMBDA	CONTROL			391	240	151	397	222	175	505	282	223	  0.86	  1.16	  0.68	  1.48	  1.00	  1.00	  0.63	  0.78	0	A	12	0	1942	556	57	565	66	0			0	
y744n72		GENOMIC 450NG/UL	CONTROL			364	267	97	339	268	71	431	341	90	  1.37	  0.73	  1.08	  0.93	  1.00	  1.00	  1.03	  0.85	0	B	1	0	3873	45	505	54	514	0			0	
y744n72		GENOMIC 150NG/UL	CONTROL			384	265	119	344	244	100	438	310	128	  1.19	  0.84	  0.93	  1.08	  1.00	  1.00	  0.92	  0.86	0	B	2	0	5809	508	505	517	514	0			0	
y744n72		GENOMIC 450NG/UL	CONTROL			563	278	285	532	271	261	677	345	332	  1.09	  0.92	  0.86	  1.16	  1.00	  1.00	  0.76	  0.93	0	B	3	0	3874	55	505	64	514	0			0	
y744n72		GENOMIC 150NG/UL	CONTROL			390	268	122	363	249	114	462	317	145	  1.07	  0.93	  0.84	  1.19	  1.00	  1.00	  0.71	  0.90	0	B	4	0	5810	518	505	527	514	0			0	
y744n72		GENOMIC 50NG/UL	CONTROL			426	295	131	381	269	112	485	342	143	  1.17	  0.85	  0.92	  1.09	  1.00	  1.00	  0.61	  0.75	0	B	5	0	3875	65	505	74	514	0			0	
y744n72		3XSSC	CONTROL			350	262	88	332	230	102	423	293	130	  0.86	  1.16	  0.68	  1.48	  1.00	  1.00	  0.46	  0.66	0	B	6	0	5811	528	505	537	514	0			0	
y744n72		GENOMIC 50NG/UL	CONTROL			426	253	173	383	246	137	488	313	175	  1.26	  0.79	  0.99	  1.01	  1.00	  1.00	  0.80	  0.77	0	B	7	0	3876	75	505	84	514	0			0	
y744n72		3XSSC	CONTROL			469	253	216	419	236	183	533	300	233	  1.18	  0.85	  0.93	  1.08	  1.00	  1.00	  1.01	  0.94	0	B	8	0	5812	538	505	547	514	0			0	
y744n72		POLY A	CONTROL			418	262	156	404	234	170	514	298	216	  0.92	  1.09	  0.72	  1.38	  1.00	  1.00	  0.67	  0.85	0	B	9	0	3877	85	505	94	514	0			0	
y744n72		LAMBDA	CONTROL			530	257	273	480	251	229	611	319	292	  1.19	  0.84	  0.93	  1.07	  1.00	  1.00	  0.92	  0.99	0	B	10	0	5813	548	505	557	514	0			0	
y744n72		POLY A	CONTROL			397	259	138	371	245	126	472	312	160	  1.10	  0.91	  0.86	  1.16	  1.00	  1.00	  0.77	  0.85	0	B	11	0	3878	95	505	104	514	0			0	
y744n72		LAMBDA	CONTROL			464	262	202	412	244	168	524	310	214	  1.20	  0.83	  0.94	  1.06	  1.00	  1.00	  0.90	  0.94	0	B	12	0	5814	558	505	567	514	0			0	
y744n72		SALMON SPERM	CONTROL			412	254	158	376	236	140	479	300	179	  1.13	  0.89	  0.88	  1.13	  1.00	  1.00	  1.02	  0.81	0	C	1	0	7	114	57	123	66	0			0	
y744n72		PBR322	CONTROL			469	267	202	424	254	170	540	323	217	  1.19	  0.84	  0.93	  1.07	  1.00	  1.00	  0.95	  0.86	0	C	2	0	1943	566	57	575	66	0			0	
y744n72		SALMON SPERM	CONTROL			638	248	390	554	263	291	705	335	370	  1.34	  0.75	  1.05	  0.95	  1.00	  1.00	  1.03	  0.92	0	C	3	0	8	124	57	133	66	0			0	
y744n72		PBR322	CONTROL			541	254	287	482	250	232	614	318	296	  1.24	  0.81	  0.97	  1.03	  1.00	  1.00	  0.97	  0.90	0	C	4	0	1944	576	57	585	66	0			0	
y744n72		PKRX PLASMID CONTAINING LACZ	CONTROL			394	264	130	359	244	115	457	310	147	  1.13	  0.88	  0.88	  1.13	  1.00	  1.00	  1.05	  0.79	0	C	5	0	9	134	57	143	66	0			0	
y744n72		PKRX PLASMID CONTAINING LACZ	CONTROL			401	234	167	364	244	120	463	310	153	  1.39	  0.72	  1.09	  0.92	  1.00	  1.00	  0.90	  0.89	0	C	6	0	1945	586	57	595	66	0			0	
y744n72		PLASMID CONTAINING GFP	CONTROL			392	254	138	362	272	90	461	346	115	  1.53	  0.65	  1.20	  0.83	  1.00	  1.00	  0.94	  0.67	0	C	7	0	10	144	57	153	66	0			0	
