EXP	RFLAG	NAME	TYPE	GENE	LINK	CH1I	CH1B	CH1D	CH2I	CH2B	CH2D	CH2IN	CH2BN	CH2DN	RAT1	RAT2	RAT1N	RAT2N	CRT1	CRT2	REGR	CORR	PLAT	PROW	PCOL	FLAG	SPOT	LEFT	TOP	RIGHT	BOT	FAILED	CAT	DESC	CHR	
y744n73		GENOMIC 450NG/UL	CONTROL			422	270	152	403	260	143	482	311	171	  1.06	  0.94	  0.89	  1.12	  1.00	  1.00	  0.92	  0.90	0	A	1	0	1	44	6	53	15	0			0	
y744n73		GENOMIC 150NG/UL	CONTROL			318	254	64	309	236	73	370	282	88	  0.88	  1.14	  0.73	  1.38	  1.00	  1.00	 -0.03	 -0.03	0	A	2	0	1937	497	7	506	16	0			0	
y744n73		GENOMIC 450NG/UL	CONTROL			476	302	174	464	296	168	555	354	201	  1.04	  0.97	  0.87	  1.16	  1.00	  1.00	  0.70	  0.88	0	A	3	0	2	54	6	63	15	0			0	
y744n73		GENOMIC 150NG/UL	CONTROL			335	250	85	319	234	85	382	280	102	  1.00	  1.00	  0.83	  1.20	  1.00	  1.00	  0.37	  0.56	0	A	4	0	1938	507	7	516	16	0			0	
y744n73		GENOMIC 50NG/UL	CONTROL			600	312	288	561	301	260	672	360	312	  1.11	  0.90	  0.92	  1.08	  1.00	  1.00	  0.79	  0.91	0	A	5	0	3	64	6	73	15	0			0	
y744n73		3XSSC	CONTROL			401	255	146	381	254	127	456	304	152	  1.15	  0.87	  0.96	  1.04	  1.00	  1.00	  0.99	  0.94	0	A	6	0	1939	517	7	526	16	0			0	
y744n73		GENOMIC 50NG/UL	CONTROL			438	349	89	407	298	109	487	356	131	  0.82	  1.22	  0.68	  1.47	  1.00	  1.00	  0.33	  0.47	0	A	7	0	4	74	6	83	15	0			0	
y744n73		3XSSC	CONTROL			436	262	174	415	246	169	497	294	203	  1.03	  0.97	  0.86	  1.17	  1.00	  1.00	  0.73	  0.86	0	A	8	0	1940	527	7	536	16	0			0	
y744n73		POLY A	CONTROL			528	347	181	522	322	200	625	385	240	  0.91	  1.10	  0.75	  1.33	  1.00	  1.00	  0.48	  0.89	0	A	9	0	5	84	6	93	15	0			0	
y744n73		LAMBDA	CONTROL			931	280	651	1038	270	768	1243	323	920	  0.85	  1.18	  0.71	  1.41	  0.82	  1.22	  0.61	  0.94	0	A	10	0	1941	537	7	546	16	0			0	
