EXP	RFLAG	NAME	TYPE	GENE	LINK	CH1I	CH1B	CH1D	CH2I	CH2B	CH2D	CH2IN	CH2BN	CH2DN	RAT1	RAT2	RAT1N	RAT2N	CRT1	CRT2	REGR	CORR	PLAT	PROW	PCOL	FLAG	SPOT	LEFT	TOP	RIGHT	BOT	FAILED	CAT	DESC	CHR	
y744n94		GENOMIC 450NG/UL	CONTROL			454	267	187	487	265	222	604	329	275	  0.84	  1.19	  0.68	  1.47	  1.00	  1.00	  0.68	  0.96	0	A	1	0	1	70	27	79	36	0			0	
y744n94		GENOMIC 150NG/UL	CONTROL			368	269	99	395	293	102	490	363	127	  0.97	  1.03	  0.78	  1.28	  1.00	  1.00	  0.51	  0.74	0	A	2	0	1937	523	30	532	39	0			0	
y744n94		GENOMIC 450NG/UL	CONTROL			477	270	207	520	274	246	645	340	305	  0.84	  1.19	  0.68	  1.47	  1.00	  1.00	  0.55	  0.77	0	A	3	0	2	80	27	89	36	0			0	
y744n94		GENOMIC 150NG/UL	CONTROL			407	291	116	426	297	129	529	368	161	  0.90	  1.11	  0.72	  1.39	  1.00	  1.00	  0.58	  0.84	0	A	4	0	1938	533	30	542	39	0			0	
y744n94		GENOMIC 50NG/UL	CONTROL			464	274	190	500	276	224	621	342	279	  0.85	  1.18	  0.68	  1.47	  1.00	  1.00	  0.69	  0.94	0	A	5	0	3	90	27	99	36	0			0	
y744n94		3XSSC	CONTROL			378	270	108	399	290	109	495	360	135	  0.99	  1.01	  0.80	  1.25	  1.00	  1.00	  0.63	  0.83	0	A	6	0	1939	543	30	552	39	0			0	
y744n94		GENOMIC 50NG/UL	CONTROL			376	278	98	415	278	137	515	345	170	  0.72	  1.40	  0.58	  1.73	  1.00	  1.00	  0.48	  0.85	0	A	7	0	4	100	27	109	36	0			0	
y744n94		3XSSC	CONTROL			584	296	288	665	304	361	825	377	448	  0.80	  1.25	  0.64	  1.56	  1.00	  1.00	  0.59	  0.92	0	A	8	0	1940	553	30	562	39	0			0	
y744n94		POLY A	CONTROL			461	270	191	854	288	566	1060	357	703	  0.34	  2.96	  0.27	  3.68	  0.45	  2.20	  0.20	  0.88	0	A	9	0	5	110	27	119	36	0			0	
y744n94		LAMBDA	CONTROL			1186	279	907	1966	317	1649	2441	393	2048	  0.55	  1.82	  0.44	  2.26	  0.51	  1.97	  0.41	  0.91	0	A	10	0	1941	563	30	572	39	0			0	
y744n94		POLY A	CONTROL			397	262	135	393	269	124	488	334	154	  1.09	  0.92	  0.88	  1.14	  1.00	  1.00	  0.55	  0.77	0	A	11	0	6	120	27	129	36	0			0	
y744n94		LAMBDA	CONTROL			522	280	242	616	295	321	765	366	399	  0.75	  1.33	  0.61	  1.65	  1.00	  1.00	  0.57	  0.83	0	A	12	0	1942	573	30	582	39	0			0	
y744n94		GENOMIC 450NG/UL	CONTROL			365	277	88	321	241	80	398	299	99	  1.10	  0.91	  0.89	  1.12	  1.00	  1.00	  0.53	  0.61	0	B	1	0	3873	56	475	65	484	0			0	
y744n94		GENOMIC 150NG/UL	CONTROL			469	306	163	363	240	123	450	298	152	  1.33	  0.75	  1.07	  0.93	  1.00	  1.00	  1.34	  0.83	0	B	2	0	5809	520	479	529	488	0			0	
y744n94		GENOMIC 450NG/UL	CONTROL			391	275	116	339	241	98	421	299	122	  1.18	  0.84	  0.95	  1.05	  1.00	  1.00	  0.76	  0.84	0	B	3	0	3874	66	475	75	484	0			0	
