EXP	RFLAG	NAME	TYPE	GENE	LINK	CH1I	CH1B	CH1D	CH2I	CH2B	CH2D	CH2IN	CH2BN	CH2DN	RAT1	RAT2	RAT1N	RAT2N	CRT1	CRT2	REGR	CORR	PLAT	PROW	PCOL	FLAG	SPOT	LEFT	TOP	RIGHT	BOT	FAILED	CAT	DESC	CHR	
y744n52		GENOMIC 450NG/UL	CONTROL			462	206	256	566	259	307	518	237	281	  0.83	  1.20	  0.91	  1.10	  1.00	  1.00	  0.77	  0.90	0	A	1	0	1	52	40	61	49	0			0	
y744n52		GENOMIC 150NG/UL	CONTROL			345	226	119	414	249	165	379	228	151	  0.72	  1.39	  0.79	  1.27	  1.00	  1.00	  0.51	  0.86	0	A	2	0	1937	505	37	514	46	0			0	
y744n52		GENOMIC 450NG/UL	CONTROL			512	221	291	598	262	336	547	240	307	  0.87	  1.15	  0.95	  1.05	  1.00	  1.00	  0.80	  0.83	0	A	3	0	2	62	40	71	49	0			0	
y744n52		GENOMIC 150NG/UL	CONTROL			290	190	100	336	231	105	307	211	96	  0.95	  1.05	  1.04	  0.96	  1.00	  1.00	  0.73	  0.66	0	A	4	0	1938	515	37	524	46	0			0	
y744n52		GENOMIC 50NG/UL	CONTROL			741	214	527	866	263	603	793	240	553	  0.87	  1.14	  0.95	  1.05	  1.00	  1.00	  0.87	  0.93	0	A	5	0	3	72	40	81	49	0			0	
y744n52		3XSSC	CONTROL			330	208	122	362	247	115	331	226	105	  1.06	  0.94	  1.16	  0.86	  1.00	  1.00	  1.10	  0.57	0	A	6	0	1939	525	37	534	46	0			0	
y744n52		GENOMIC 50NG/UL	CONTROL			312	199	113	346	254	92	317	232	85	  1.23	  0.81	  1.33	  0.75	  1.00	  1.00	  0.97	  0.77	0	A	7	0	4	82	40	91	49	0			0	
y744n52		3XSSC	CONTROL			360	205	155	407	258	149	372	236	136	  1.04	  0.96	  1.14	  0.88	  1.00	  1.00	  0.96	  0.85	0	A	8	0	1940	535	37	544	46	0			0	
y744n52		POLY A	CONTROL			336	219	117	437	255	182	400	233	167	  0.64	  1.56	  0.70	  1.43	  1.00	  1.00	  0.45	  0.83	0	A	9	0	5	92	40	101	49	0			0	
y744n52		LAMBDA	CONTROL			450	210	240	523	243	280	479	222	257	  0.86	  1.17	  0.93	  1.07	  1.00	  1.00	  0.72	  0.74	0	A	10	0	1941	545	37	554	46	0			0	
y744n52		POLY A	CONTROL			304	211	93	349	260	89	319	238	81	  1.04	  0.96	  1.15	  0.87	  1.00	  1.00	  0.77	  0.67	0	A	11	0	6	102	40	111	49	0			0	
y744n52		LAMBDA	CONTROL			368	209	159	432	219	213	395	200	195	  0.75	  1.34	  0.82	  1.23	  1.00	  1.00	  0.49	  0.55	0	A	12	0	1942	555	37	564	46	0			0	
y744n52		GENOMIC 450NG/UL	CONTROL			408	266	142	447	284	163	409	260	149	  0.87	  1.15	  0.95	  1.05	  1.00	  1.00	  0.75	  0.74	0	B	1	0	3873	44	488	53	497	0			0	
y744n52		GENOMIC 150NG/UL	CONTROL			306	229	77	323	229	94	295	209	86	  0.82	  1.22	  0.90	  1.12	  1.00	  1.00	  0.30	  0.21	0	B	2	0	5809	508	487	517	496	0			0	
y744n52		GENOMIC 450NG/UL	CONTROL			952	260	692	1052	272	780	963	249	714	  0.89	  1.13	  0.97	  1.03	  1.00	  1.00	  0.85	  0.86	0	B	3	0	3874	54	488	63	497	0			0	
y744n52		GENOMIC 150NG/UL	CONTROL			296	218	78	315	235	80	288	215	73	  0.97	  1.03	  1.07	  0.94	  1.00	  1.00	  0.08	  0.08	0	B	4	0	5810	518	487	527	496	0			0	
y744n52		GENOMIC 50NG/UL	CONTROL			1160	274	886	1583	291	1292	1450	266	1184	  0.69	  1.46	  0.75	  1.34	  0.82	  1.22	  0.54	  0.73	0	B	5	0	3875	64	488	73	497	0			0	
y744n52		3XSSC	CONTROL			301	236	65	312	237	75	285	217	68	  0.87	  1.15	  0.96	  1.05	  1.00	  1.00	  0.43	  0.43	0	B	6	0	5811	528	487	537	496	0			0	
y744n52		GENOMIC 50NG/UL	CONTROL			500	257	243	527	275	252	482	251	231	  0.96	  1.04	  1.05	  0.95	  1.00	  1.00	  0.69	  0.57	0	B	7	0	3876	74	488	83	497	0			0	
