EXP	RFLAG	NAME	TYPE	GENE	LINK	CH1I	CH1B	CH1D	CH2I	CH2B	CH2D	CH2IN	CH2BN	CH2DN	RAT1	RAT2	RAT1N	RAT2N	CRT1	CRT2	REGR	CORR	PLAT	PROW	PCOL	FLAG	SPOT	LEFT	TOP	RIGHT	BOT	FAILED	CAT	DESC	CHR	
y744n41		GENOMIC 450NG/UL	CONTROL			364	205	159	378	242	136	567	363	204	  1.17	  0.86	  0.78	  1.28	  1.00	  1.00	  1.16	  0.95	0	A	1	0	1	88	22	97	31	0			0	
y744n41		GENOMIC 150NG/UL	CONTROL			367	221	146	373	244	129	560	366	194	  1.13	  0.88	  0.75	  1.33	  1.00	  1.00	  0.90	  0.91	0	A	2	0	1937	539	23	548	32	0			0	
y744n41		GENOMIC 450NG/UL	CONTROL			777	223	554	700	271	429	1051	407	644	  1.29	  0.77	  0.86	  1.16	  1.00	  1.00	  0.86	  0.95	0	A	3	0	2	98	22	107	31	0			0	
y744n41		GENOMIC 150NG/UL	CONTROL			321	219	102	352	246	106	528	369	159	  0.96	  1.04	  0.64	  1.56	  1.00	  1.00	  0.50	  0.72	0	A	4	0	1938	549	23	558	32	0			0	
y744n41		GENOMIC 50NG/UL	CONTROL			541	213	328	512	261	251	769	392	377	  1.31	  0.77	  0.87	  1.15	  1.00	  1.00	  0.88	  0.94	0	A	5	0	3	108	22	117	31	0			0	
y744n41		3XSSC	CONTROL			641	237	404	552	246	306	829	369	460	  1.32	  0.76	  0.88	  1.14	  1.00	  1.00	  0.93	  0.93	0	A	6	0	1939	559	23	568	32	0			0	
y744n41		GENOMIC 50NG/UL	CONTROL			348	220	128	352	261	91	528	392	136	  1.41	  0.71	  0.94	  1.06	  1.00	  1.00	  0.90	  0.67	0	A	7	0	4	118	22	127	31	0			0	
y744n41		3XSSC	CONTROL			543	244	299	516	254	262	775	381	394	  1.14	  0.88	  0.76	  1.32	  1.00	  1.00	  0.72	  0.86	0	A	8	0	1940	569	23	578	32	0			0	
y744n41		POLY A	CONTROL			887	209	678	1005	255	750	1509	383	1126	  0.90	  1.11	  0.60	  1.66	  0.77	  1.30	  0.60	  0.94	0	A	9	0	5	128	22	137	31	0			0	
y744n41		LAMBDA	CONTROL			950	230	720	806	264	542	1210	396	814	  1.33	  0.75	  0.88	  1.13	  1.00	  1.00	  0.90	  0.93	0	A	10	0	1941	579	23	588	32	0			0	
