EXP	RFLAG	NAME	TYPE	GENE	LINK	CH1I	CH1B	CH1D	CH2I	CH2B	CH2D	CH2IN	CH2BN	CH2DN	RAT1	RAT2	RAT1N	RAT2N	CRT1	CRT2	REGR	CORR	PLAT	PROW	PCOL	FLAG	SPOT	LEFT	TOP	RIGHT	BOT	FAILED	CAT	DESC	CHR	
y744n103		GENOMIC 450NG/UL	CONTROL			842	208	634	956	235	721	944	232	712	  0.88	  1.14	  0.89	  1.12	  1.00	  1.00	  0.84	  0.94	0	A	1	0	1	55	16	64	25	0			0	
y744n103		GENOMIC 150NG/UL	CONTROL			288	218	70	285	207	78	281	204	77	  0.90	  1.11	  0.91	  1.10	  1.00	  1.00	  0.48	  0.64	0	A	2	0	1937	508	15	517	24	0			0	
y744n103		GENOMIC 450NG/UL	CONTROL			1263	223	1040	1534	237	1297	1515	234	1281	  0.80	  1.25	  0.81	  1.23	  0.89	  1.13	  0.74	  0.94	0	A	3	0	2	65	16	74	25	0			0	
y744n103		GENOMIC 150NG/UL	CONTROL			316	212	104	321	199	122	317	196	121	  0.85	  1.17	  0.86	  1.16	  1.00	  1.00	  0.57	  0.79	0	A	4	0	1938	518	15	527	24	0			0	
y744n103		GENOMIC 50NG/UL	CONTROL			1195	217	978	1371	213	1158	1354	210	1144	  0.84	  1.18	  0.85	  1.17	  0.94	  1.06	  0.82	  0.94	0	A	5	0	3	75	16	84	25	0			0	
y744n103		3XSSC	CONTROL			304	204	100	303	213	90	299	210	89	  1.11	  0.90	  1.12	  0.89	  1.00	  1.00	  0.83	  0.67	0	A	6	0	1939	528	15	537	24	0			0	
y744n103		GENOMIC 50NG/UL	CONTROL			772	216	556	911	219	692	899	216	683	  0.80	  1.24	  0.81	  1.23	  0.96	  1.04	  0.79	  0.97	0	A	7	0	4	85	16	94	25	0			0	
y744n103		3XSSC	CONTROL			490	221	269	503	211	292	496	208	288	  0.92	  1.09	  0.93	  1.07	  1.00	  1.00	  0.81	  0.87	0	A	8	0	1940	538	15	547	24	0			0	
y744n103		POLY A	CONTROL			917	223	694	1381	213	1168	1364	210	1154	  0.59	  1.68	  0.60	  1.66	  0.67	  1.48	  0.58	  0.95	0	A	9	0	5	95	16	104	25	0			0	
y744n103		LAMBDA	CONTROL			723	232	491	959	240	719	947	237	710	  0.68	  1.46	  0.69	  1.45	  0.82	  1.22	  0.64	  0.87	0	A	10	0	1941	548	15	557	24	0			0	
y744n103		POLY A	CONTROL			417	198	219	443	219	224	437	216	221	  0.98	  1.02	  0.99	  1.01	  1.00	  1.00	  0.69	  0.85	0	A	11	0	6	105	16	114	25	0			0	
y744n103		LAMBDA	CONTROL			496	217	279	504	209	295	497	206	291	  0.95	  1.06	  0.96	  1.04	  1.00	  1.00	  0.88	  0.90	0	A	12	0	1942	558	15	567	24	0			0	
y744n103		GENOMIC 450NG/UL	CONTROL			467	247	220	466	232	234	460	229	231	  0.94	  1.06	  0.95	  1.05	  1.00	  1.00	  1.04	  0.95	0	B	1	0	3873	44	464	53	473	0			0	
y744n103		GENOMIC 150NG/UL	CONTROL			296	215	81	297	220	77	293	217	76	  1.05	  0.95	  1.07	  0.94	  1.00	  1.00	  0.20	  0.18	0	B	2	0	5809	508	465	517	474	0			0	
y744n103		GENOMIC 450NG/UL	CONTROL			1377	250	1127	1382	235	1147	1365	232	1133	  0.98	  1.02	  0.99	  1.01	  1.00	  1.00	  1.01	  0.97	0	B	3	0	3874	54	464	63	473	0			0	
y744n103		GENOMIC 150NG/UL	CONTROL			299	220	79	277	222	55	273	219	54	  1.44	  0.70	  1.46	  0.68	  1.00	  1.00	  0.05	  0.04	0	B	4	0	5810	518	465	527	474	0			0	
y744n103		GENOMIC 50NG/UL	CONTROL			606	267	339	617	235	382	609	232	377	  0.89	  1.13	  0.90	  1.11	  1.00	  1.00	  0.81	  0.93	0	B	5	0	3875	64	464	73	473	0			0	
y744n103		3XSSC	CONTROL			313	230	83	281	201	80	277	198	79	  1.04	  0.96	  1.05	  0.95	  1.00	  1.00	  1.01	  0.70	0	B	6	0	5811	528	465	537	474	0			0	
y744n103		GENOMIC 50NG/UL	CONTROL			561	260	301	631	222	409	623	219	404	  0.74	  1.36	  0.75	  1.34	  1.00	  1.00	  0.67	  0.94	0	B	7	0	3876	74	464	83	473	0			0	
y744n103		3XSSC	CONTROL			518	225	293	433	212	221	427	209	218	  1.33	  0.75	  1.34	  0.74	  1.00	  1.00	  1.27	  0.97	0	B	8	0	5812	538	465	547	474	0			0	
y744n103		POLY A	CONTROL			549	234	315	713	213	500	704	210	494	  0.63	  1.59	  0.64	  1.57	  0.82	  1.21	  0.56	  0.91	0	B	9	0	3877	84	464	93	473	0			0	
y744n103		LAMBDA	CONTROL			632	242	390	722	198	524	713	195	518	  0.74	  1.34	  0.75	  1.33	  0.94	  1.06	  0.69	  0.96	0	B	10	0	5813	548	465	557	474	0			0	
y744n103		POLY A	CONTROL			410	252	158	338	215	123	333	212	121	  1.28	  0.78	  1.31	  0.77	  1.00	  1.00	  1.02	  0.79	0	B	11	0	3878	94	464	103	473	0			0	
y744n103		LAMBDA	CONTROL			466	241	225	420	207	213	414	204	210	  1.06	  0.95	  1.07	  0.93	  1.00	  1.00	  1.05	  0.95	0	B	12	0	5814	558	465	567	474	0			0	
y744n103		SALMON SPERM	CONTROL			343	216	127	346	202	144	341	199	142	  0.88	  1.13	  0.89	  1.12	  1.00	  1.00	  0.73	  0.84	0	C	1	0	7	115	16	124	25	0			0	
y744n103		PBR322	CONTROL			553	248	305	560	256	304	553	252	301	  1.00	  1.00	  1.01	  0.99	  1.00	  1.00	  0.90	  0.92	0	C	2	0	1943	568	15	577	24	0			0	
y744n103		SALMON SPERM	CONTROL			858	235	623	894	244	650	883	241	642	  0.96	  1.04	  0.97	  1.03	  1.00	  1.00	  0.86	  0.93	0	C	3	0	8	125	16	134	25	0			0	
y744n103		PBR322	CONTROL			539	221	318	516	220	296	509	217	292	  1.07	  0.93	  1.09	  0.92	  1.00	  1.00	  0.97	  0.91	0	C	4	0	1944	578	15	587	24	0			0	
y744n103		PKRX PLASMID CONTAINING LACZ	CONTROL			456	212	244	486	205	281	480	202	278	  0.87	  1.15	  0.88	  1.14	  1.00	  1.00	  0.91	  0.94	0	C	5	0	9	135	16	144	25	0			0	
y744n103		PKRX PLASMID CONTAINING LACZ	CONTROL			446	246	200	416	207	209	410	204	206	  0.96	  1.04	  0.97	  1.03	  1.00	  1.00	  0.88	  0.85	0	C	6	0	1945	588	15	597	24	0			0	
y744n103		PLASMID CONTAINING GFP	CONTROL			353	205	148	346	192	154	341	189	152	  0.96	  1.04	  0.97	  1.03	  1.00	  1.00	  0.97	  0.84	0	C	7	0	10	145	16	154	25	0			0	
y744n103		PLASMID CONTAINING GFP	CONTROL			507	221	286	523	205	318	516	202	314	  0.90	  1.11	  0.91	  1.10	  1.00	  1.00	  0.66	  0.78	0	C	8	0	1946	598	15	607	24	0			0	
y744n103		3XSSC	CONTROL			522	216	306	558	202	356	551	199	352	  0.86	  1.16	  0.87	  1.15	  1.00	  1.00	  0.87	  0.96	0	C	9	0	11	155	16	164	25	0			0	
y744n103		3XSSC	CONTROL			409	212	197	397	208	189	392	205	187	  1.04	  0.96	  1.05	  0.95	  1.00	  1.00	  0.97	  0.83	0	C	10	0	1947	608	15	617	24	0			0	
y744n103		3XSSC	CONTROL			511	204	307	538	209	329	531	206	325	  0.93	  1.07	  0.94	  1.06	  1.00	  1.00	  0.84	  0.91	0	C	11	0	12	165	16	174	25	0			0	
y744n103		3XSSC	CONTROL			398	220	178	369	212	157	364	209	155	  1.13	  0.88	  1.15	  0.87	  1.00	  1.00	  0.82	  0.73	0	C	12	0	1948	618	15	627	24	0			0	
y744n103		SALMON SPERM	CONTROL			442	235	207	405	206	199	400	203	197	  1.04	  0.96	  1.05	  0.95	  1.00	  1.00	  0.92	  0.93	0	D	1	0	3879	104	464	113	473	0			0	
y744n103		PBR322	CONTROL			515	224	291	469	196	273	463	193	270	  1.07	  0.94	  1.08	  0.93	  1.00	  1.00	  0.99	  0.94	0	D	2	0	5815	568	465	577	474	0			0	
y744n103		SALMON SPERM	CONTROL			615	240	375	541	209	332	534	206	328	  1.13	  0.89	  1.14	  0.87	  1.00	  1.00	  1.07	  0.94	0	D	3	0	3880	114	464	123	473	0			0	
y744n103		PBR322	CONTROL			586	244	342	530	215	315	523	212	311	  1.09	  0.92	  1.10	  0.91	  1.00	  1.00	  1.05	  0.97	0	D	4	0	5816	578	465	587	474	0			0	
y744n103		PKRX PLASMID CONTAINING LACZ	CONTROL			495	234	261	487	214	273	481	211	270	  0.96	  1.05	  0.97	  1.03	  1.00	  1.00	  0.72	  0.81	0	D	5	0	3881	124	464	133	473	0			0	
y744n103		PKRX PLASMID CONTAINING LACZ	CONTROL			969	229	740	392	215	177	387	212	175	  4.18	  0.24	  4.23	  0.24	  3.02	  0.33	  0.86	  0.06	0	D	6	0	5817	588	465	597	474	0			0	
y744n103		PLASMID CONTAINING GFP	CONTROL			415	240	175	433	217	216	427	214	213	  0.81	  1.23	  0.82	  1.22	  1.00	  1.00	  0.59	  0.95	0	D	7	0	3882	134	464	143	473	0			0	
y744n103		PLASMID CONTAINING GFP	CONTROL			328	236	92	286	194	92	282	191	91	  1.00	  1.00	  1.01	  0.99	  1.00	  1.00	  0.88	  0.76	0	D	8	0	5818	598	465	607	474	0			0	
y744n103		3XSSC	CONTROL			395	247	148	395	192	203	390	189	201	  0.73	  1.37	  0.74	  1.36	  1.00	  1.00	  0.67	  0.96	0	D	9	0	3883	144	464	153	473	0			0	
y744n103		3XSSC	CONTROL			433	242	191	366	197	169	361	194	167	  1.13	  0.88	  1.14	  0.87	  1.00	  1.00	  1.23	  0.97	0	D	10	0	5819	608	465	617	474	0			0	
y744n103		3XSSC	CONTROL			574	235	339	582	209	373	574	206	368	  0.91	  1.10	  0.92	  1.09	  1.00	  1.00	  0.93	  0.93	0	D	11	0	3884	154	464	163	473	0			0	
y744n103		3XSSC	CONTROL			391	231	160	341	200	141	336	197	139	  1.13	  0.88	  1.15	  0.87	  1.00	  1.00	  1.03	  0.80	0	D	12	0	5820	618	465	627	474	0			0	
y744n103		3XSSC	CONTROL			314	206	108	324	200	124	320	197	123	  0.87	  1.15	  0.88	  1.14	  1.00	  1.00	  0.71	  0.87	0	E	1	0	13	175	16	184	25	0			0	
y744n103		GENOMIC 50NG/UL	CONTROL			319	214	105	302	192	110	298	189	109	  0.95	  1.05	  0.96	  1.04	  1.00	  1.00	  0.98	  0.84	0	E	2	0	1949	628	15	637	24	0			0	
y744n103		3XSSC	CONTROL			321	201	120	348	217	131	343	214	129	  0.92	  1.09	  0.93	  1.07	  1.00	  1.00	  0.63	  0.86	0	E	3	0	14	185	16	194	25	0			0	
y744n103		GENOMIC 50NG/UL	CONTROL			279	218	61	270	209	61	266	206	60	  1.00	  1.00	  1.02	  0.98	  1.00	  1.00	  0.36	  0.35	0	E	4	0	1950	638	15	647	24	0			0	
y744n103		GENOMIC 150NG/UL	CONTROL			450	219	231	483	202	281	477	199	278	  0.82	  1.22	  0.83	  1.20	  1.00	  1.00	  0.80	  0.93	0	E	5	0	15	195	16	204	25	0			0	
y744n103		GENOMIC 450NG/UL	CONTROL			639	225	414	675	214	461	666	211	455	  0.90	  1.11	  0.91	  1.10	  1.00	  1.00	  0.87	  0.91	0	E	6	0	1951	648	15	657	24	0			0	
y744n103		GENOMIC 150NG/UL	CONTROL			359	212	147	364	212	152	359	209	150	  0.97	  1.03	  0.98	  1.02	  1.00	  1.00	  0.91	  0.93	0	E	7	0	16	205	16	214	25	0			0	
y744n103		GENOMIC 450NG/UL	CONTROL			287	195	92	283	185	98	279	182	97	  0.94	  1.07	  0.95	  1.05	  1.00	  1.00	  0.72	  0.73	0	E	8	0	1952	658	15	667	24	0			0	
y744n103		3XSSC	CONTROL			408	225	183	420	210	210	414	207	207	  0.87	  1.15	  0.88	  1.13	  1.00	  1.00	  0.85	  0.93	0	E	9	0	17	215	16	224	25	0			0	
y744n103		3XSSC	CONTROL			544	219	325	496	219	277	489	216	273	  1.17	  0.85	  1.19	  0.84	  1.00	  1.00	  1.03	  0.83	0	E	10	0	1953	668	15	677	24	0			0	
y744n103		3XSSC	CONTROL			314	219	95	298	214	84	294	211	83	  1.13	  0.88	  1.14	  0.87	  1.00	  1.00	  0.76	  0.56	0	E	11	0	18	225	16	234	25	0			0	
y744n103		3XSSC	CONTROL			313	228	85	312	208	104	308	205	103	  0.82	  1.22	  0.83	  1.21	  1.00	  1.00	  0.45	  0.55	0	E	12	0	1954	678	15	687	24	0			0	
y744n103		3XSSC	CONTROL			501	245	256	529	202	327	522	199	323	  0.78	  1.28	  0.79	  1.26	  1.00	  1.00	  0.76	  0.93	0	F	1	0	3885	164	464	173	473	0			0	
y744n103		GENOMIC 50NG/UL	CONTROL			408	225	183	343	198	145	338	195	143	  1.26	  0.79	  1.28	  0.78	  1.00	  1.00	  1.35	  0.94	0	F	2	0	5821	628	465	637	474	0			0	
y744n103		3XSSC	CONTROL			858	244	614	956	217	739	944	214	730	  0.83	  1.20	  0.84	  1.19	  0.98	  1.02	  0.79	  0.95	0	F	3	0	3886	174	464	183	473	0			0	
y744n103		GENOMIC 50NG/UL	CONTROL			343	231	112	289	195	94	285	192	93	  1.19	  0.84	  1.20	  0.83	  1.00	  1.00	  1.34	  0.96	0	F	4	0	5822	638	465	647	474	0			0	
y744n103		GENOMIC 150NG/UL	CONTROL			718	241	477	726	200	526	717	197	520	  0.91	  1.10	  0.92	  1.09	  1.00	  1.00	  0.96	  0.98	0	F	5	0	3887	184	464	193	473	0			0	
y744n103		GENOMIC 450NG/UL	CONTROL			298	232	66	270	201	69	266	198	68	  0.96	  1.05	  0.97	  1.03	  1.00	  1.00	  0.15	  0.14	0	F	6	0	5823	648	465	657	474	0			0	
y744n103		GENOMIC 150NG/UL	CONTROL			360	235	125	339	209	130	334	206	128	  0.96	  1.04	  0.98	  1.02	  1.00	  1.00	  0.86	  0.93	0	F	7	0	3888	194	464	203	473	0			0	
y744n103		GENOMIC 450NG/UL	CONTROL			343	230	113	310	203	107	306	200	106	  1.06	  0.95	  1.07	  0.94	  1.00	  1.00	  1.10	  0.96	0	F	8	0	5824	658	465	667	474	0			0	
y744n103		3XSSC	CONTROL			602	255	347	552	217	335	545	214	331	  1.04	  0.97	  1.05	  0.95	  1.00	  1.00	  1.12	  0.89	0	F	9	0	3889	204	464	213	473	0			0	
y744n103		3XSSC	CONTROL			385	231	154	331	187	144	326	184	142	  1.07	  0.94	  1.08	  0.92	  1.00	  1.00	  1.24	  0.93	0	F	10	0	5825	668	465	677	474	0			0	
y744n103		3XSSC	CONTROL			392	262	130	333	227	106	328	224	104	  1.23	  0.82	  1.25	  0.80	  1.00	  1.00	  0.98	  0.64	0	F	11	0	3890	214	464	223	473	0			0	
y744n103		3XSSC	CONTROL			334	230	104	300	206	94	296	203	93	  1.11	  0.90	  1.12	  0.89	  1.00	  1.00	  0.85	  0.80	0	F	12	0	5826	678	465	687	474	0			0	
y744n103		3XSSC	CONTROL			7916	265	7651	356	223	133	351	220	131	 57.53	  0.02	 58.40	  0.02	 40.88	  0.02	 46.91	  0.70	0	G	1	0	19	235	16	244	25	0			0	
y744n103		3XSSC	CONTROL			401	211	190	385	216	169	380	213	167	  1.12	  0.89	  1.14	  0.88	  1.00	  1.00	  0.93	  0.89	0	G	2	0	1955	688	15	697	24	0			0	
y744n103		3XSSC	CONTROL			430	231	199	611	226	385	603	223	380	  0.52	  1.93	  0.52	  1.91	  0.76	  1.32	  0.35	  0.78	0	G	3	0	20	245	16	254	25	0			0	
y744n103		3XSSC	CONTROL			432	215	217	416	226	190	410	223	187	  1.14	  0.88	  1.16	  0.86	  1.00	  1.00	  1.14	  0.93	0	G	4	0	1956	698	15	707	24	0			0	
y744n103		3XSSC	CONTROL			275	207	68	277	210	67	273	207	66	  1.01	  0.99	  1.03	  0.97	  1.00	  1.00	 -0.03	 -0.03	0	G	5	0	21	255	16	264	25	0			0	
y744n103		GENOMIC	CONTROL			436	222	214	421	232	189	415	229	186	  1.13	  0.88	  1.15	  0.87	  1.00	  1.00	  0.94	  0.91	0	G	6	0	1957	708	15	717	24	0			0	
y744n103		3XSSC	CONTROL			619	239	380	997	243	754	984	240	744	  0.50	  1.98	  0.51	  1.96	  0.62	  1.62	  0.31	  0.75	0	G	7	0	22	265	16	274	25	0			0	
y744n103		GENOMIC	CONTROL			391	237	154	379	216	163	374	213	161	  0.94	  1.06	  0.96	  1.05	  1.00	  1.00	  0.87	  0.87	0	G	8	0	1958	718	15	727	24	0			0	
y744n103		LABELLED DNA (CY5)	CONTROL			337	207	130	352	204	148	347	201	146	  0.88	  1.14	  0.89	  1.12	  1.00	  1.00	  0.87	  0.89	0	G	9	0	23	276	16	285	25	0			0	
y744n103		LABELLED DNA (CY3)	CONTROL			421	206	215	402	220	182	397	217	180	  1.18	  0.85	  1.19	  0.84	  1.00	  1.00	  1.12	  0.91	0	G	10	0	1959	729	15	738	24	0			0	
y744n103		LABELLED DNA (CY5)	CONTROL			310	222	88	312	218	94	308	215	93	  0.94	  1.07	  0.95	  1.06	  1.00	  1.00	  0.64	  0.78	0	G	11	0	24	286	16	295	25	0			0	
y744n103		LABELLED DNA (CY3)	CONTROL			396	210	186	377	203	174	372	200	172	  1.07	  0.94	  1.08	  0.92	  1.00	  1.00	  0.97	  0.86	0	G	12	0	1960	739	15	748	24	0			0	
