EXP	RFLAG	NAME	TYPE	GENE	LINK	CH1I	CH1B	CH1D	CH2I	CH2B	CH2D	CH2IN	CH2BN	CH2DN	RAT1	RAT2	RAT1N	RAT2N	CRT1	CRT2	REGR	CORR	PLAT	PROW	PCOL	FLAG	SPOT	LEFT	TOP	RIGHT	BOT	FAILED	CAT	DESC	CHR	
y744n90		GENOMIC 450NG/UL	CONTROL			537	274	263	557	342	215	828	508	320	  1.22	  0.82	  0.82	  1.22	  1.00	  1.00	  0.73	  0.89	0	A	1	0	1	89	13	98	22	0			0	
y744n90		GENOMIC 150NG/UL	CONTROL			439	303	136	629	454	175	935	675	260	  0.78	  1.29	  0.52	  1.91	  1.00	  1.00	  0.25	  0.44	0	A	2	0	1937	542	16	551	25	0			0	
y744n90		GENOMIC 450NG/UL	CONTROL			653	264	389	668	331	337	993	492	501	  1.15	  0.87	  0.78	  1.29	  1.00	  1.00	  0.77	  0.96	0	A	3	0	2	99	13	108	22	0			0	
y744n90		GENOMIC 150NG/UL	CONTROL			438	320	118	559	408	151	831	606	225	  0.78	  1.28	  0.52	  1.91	  1.00	  1.00	  0.45	  0.55	0	A	4	0	1938	552	16	561	25	0			0	
y744n90		GENOMIC 50NG/UL	CONTROL			562	258	304	568	319	249	844	474	370	  1.22	  0.82	  0.82	  1.22	  1.00	  1.00	  0.80	  0.89	0	A	5	0	3	109	13	118	22	0			0	
y744n90		3XSSC	CONTROL			594	327	267	738	463	275	1097	688	409	  0.97	  1.03	  0.65	  1.53	  1.00	  1.00	  0.90	  0.91	0	A	6	0	1939	562	16	571	25	0			0	
y744n90		GENOMIC 50NG/UL	CONTROL			513	245	268	555	321	234	825	477	348	  1.15	  0.87	  0.77	  1.30	  1.00	  1.00	  0.76	  0.93	0	A	7	0	4	119	13	128	22	0			0	
y744n90		3XSSC	CONTROL			1054	361	693	1259	515	744	1872	766	1106	  0.93	  1.07	  0.63	  1.60	  0.75	  1.33	  0.68	  0.93	0	A	8	0	1940	572	16	581	25	0			0	
y744n90		POLY A	CONTROL			564	249	315	672	316	356	999	470	529	  0.88	  1.13	  0.60	  1.68	  0.88	  1.13	  0.60	  0.96	0	A	9	0	5	129	13	138	22	0			0	
y744n90		LAMBDA	CONTROL			803	379	424	1148	639	509	1707	950	757	  0.83	  1.20	  0.56	  1.79	  0.74	  1.35	  0.31	  0.70	0	A	10	0	1941	582	16	591	25	0			0	
y744n90		POLY A	CONTROL			470	244	226	517	286	231	769	425	344	  0.98	  1.02	  0.66	  1.52	  1.00	  1.00	  0.65	  0.88	0	A	11	0	6	139	13	148	22	0			0	
