EXP	RFLAG	NAME	TYPE	GENE	LINK	CH1I	CH1B	CH1D	CH2I	CH2B	CH2D	CH2IN	CH2BN	CH2DN	RAT1	RAT2	RAT1N	RAT2N	CRT1	CRT2	REGR	CORR	PLAT	PROW	PCOL	FLAG	SPOT	LEFT	TOP	RIGHT	BOT	FAILED	CAT	DESC	CHR	
y744n98		GENOMIC 450NG/UL	CONTROL			414	227	187	371	219	152	542	320	222	  1.23	  0.81	  0.84	  1.19	  1.00	  1.00	  1.05	  0.88	0	A	1	0	1	50	9	59	18	0			0	
y744n98		GENOMIC 150NG/UL	CONTROL			309	224	85	303	234	69	443	342	101	  1.23	  0.81	  0.84	  1.19	  1.00	  1.00	  0.00	  0.00	0	A	2	0	1937	503	9	512	18	0			0	
y744n98		GENOMIC 450NG/UL	CONTROL			515	227	288	448	219	229	655	320	335	  1.26	  0.80	  0.86	  1.16	  1.00	  1.00	  1.09	  0.97	0	A	3	0	2	60	9	69	18	0			0	
y744n98		GENOMIC 150NG/UL	CONTROL			375	231	144	348	218	130	508	318	190	  1.11	  0.90	  0.76	  1.32	  1.00	  1.00	  0.86	  0.73	0	A	4	0	1938	513	9	522	18	0			0	
y744n98		GENOMIC 50NG/UL	CONTROL			476	234	242	418	223	195	611	326	285	  1.24	  0.81	  0.85	  1.18	  1.00	  1.00	  0.97	  0.87	0	A	5	0	3	70	9	79	18	0			0	
y744n98		3XSSC	CONTROL			399	235	164	344	219	125	503	320	183	  1.31	  0.76	  0.90	  1.12	  1.00	  1.00	  0.13	  0.11	0	A	6	0	1939	523	9	532	18	0			0	
y744n98		GENOMIC 50NG/UL	CONTROL			329	214	115	398	243	155	582	355	227	  0.74	  1.35	  0.51	  1.97	  0.85	  1.17	  0.09	  0.30	0	A	7	0	4	80	9	89	18	0			0	
y744n98		3XSSC	CONTROL			479	240	239	396	243	153	579	355	224	  1.56	  0.64	  1.07	  0.94	  1.00	  1.00	  1.10	  0.90	0	A	8	0	1940	533	9	542	18	0			0	
y744n98		POLY A	CONTROL			520	231	289	523	236	287	764	345	419	  1.01	  0.99	  0.69	  1.45	  0.88	  1.13	  0.67	  0.94	0	A	9	0	5	90	9	99	18	0			0	
y744n98		LAMBDA	CONTROL			727	257	470	590	244	346	862	356	506	  1.36	  0.74	  0.93	  1.08	  1.00	  1.00	  0.78	  0.85	0	A	10	0	1941	543	9	552	18	0			0	
y744n98		POLY A	CONTROL			395	251	144	353	228	125	516	333	183	  1.15	  0.87	  0.79	  1.27	  1.00	  1.00	  0.48	  0.65	0	A	11	0	6	100	9	109	18	0			0	
y744n98		LAMBDA	CONTROL			415	236	179	395	226	169	577	330	247	  1.06	  0.94	  0.72	  1.38	  1.00	  1.00	  0.75	  0.76	0	A	12	0	1942	553	9	562	18	0			0	
y744n98		GENOMIC 450NG/UL	CONTROL			392	225	167	389	222	167	568	324	244	  1.00	  1.00	  0.68	  1.46	  1.00	  1.00	  0.68	  0.62	0	B	1	0	3873	40	458	49	467	0			0	
y744n98		GENOMIC 150NG/UL	CONTROL			607	243	364	1948	235	1713	2849	343	2506	  0.21	  4.71	  0.15	  6.88	  0.16	  6.22	  0.12	  0.94	0	B	2	0	5809	504	458	513	467	0			0	
y744n98		GENOMIC 450NG/UL	CONTROL			517	223	294	472	220	252	690	321	369	  1.17	  0.86	  0.80	  1.26	  1.00	  1.00	  0.99	  0.78	0	B	3	0	3874	50	458	59	467	0			0	
y744n98		GENOMIC 150NG/UL	CONTROL			317	226	91	375	233	142	548	340	208	  0.64	  1.56	  0.44	  2.29	  0.80	  1.25	  0.05	  0.23	0	B	4	0	5810	514	458	523	467	0			0	
y744n98		GENOMIC 50NG/UL	CONTROL			366	233	133	380	211	169	555	308	247	  0.79	  1.27	  0.54	  1.86	  0.86	  1.16	  0.60	  0.73	0	B	5	0	3875	60	458	69	467	0			0	
y744n98		3XSSC	CONTROL			336	227	109	441	257	184	644	375	269	  0.59	  1.69	  0.41	  2.47	  0.66	  1.52	  0.07	  0.29	0	B	6	0	5811	524	458	533	467	0			0	
